price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city
518000,3,2.5,1680,2,0,0,3,1380,300,2008,0,Seattle
462000,5,1.75,1250,1,0,0,4,1250,0,1966,0,Bellevue
1190000,4,3,2240,1.5,0,0,4,1270,970,1914,1945,Seattle
137000,3,1,950,1,0,0,3,950,0,1954,2005,Seattle
530000,3,3.5,2320,2,0,0,3,2060,260,1997,0,Kirkland
818000,2,2.5,2380,1,0,2,3,2380,0,2011,0,Redmond
640000,2,2.25,1540,3,0,0,3,1540,0,2007,0,Seattle
298450,5,3,2100,1,0,0,3,1200,900,2007,0,Federal Way
575000,4,2.5,2500,2,0,0,3,2500,0,2013,1923,Snoqualmie
730000,4,2.5,3230,2,0,0,3,3230,0,2004,2003,Sammamish
551000,3,2.5,2830,2,0,0,3,2830,0,2001,0,Kenmore
271310,2,1,870,1.5,0,0,2,870,0,1906,0,Seattle
675000,4,3,2690,1,0,0,3,2690,0,1954,1999,Normandy Park
479000,3,2.5,1260,3,0,0,3,1260,0,2008,0,Seattle
520000,4,3.5,2680,2,0,0,3,2040,640,1942,2014,Seattle
599950,3,2.5,2660,2,0,0,3,2660,0,2014,0,Seattle
483945,2,1.75,1480,1,0,0,4,840,640,1951,1999,Seattle
390000,4,2.25,1770,1,0,0,4,1190,580,1965,0,Renton
192500,2,1,950,1,0,0,3,950,0,1926,2003,Seattle
330000,2,1,860,1,0,0,4,860,0,1948,0,Seattle
250000,4,2,1960,1,0,0,5,1160,800,1978,0,Kent
243000,2,1,1770,1.5,0,0,4,960,810,1943,0,Seattle
575000,4,1.75,1280,1,0,0,3,860,420,1926,2003,Seattle
639000,4,2.5,2150,2,0,0,4,2150,0,1982,2011,Redmond
710000,2,1,1790,1,0,0,4,1040,750,1923,0,Seattle
675000,3,2.25,1990,2,0,0,4,1990,0,1987,0,Redmond
405000,5,2.5,2430,2,0,0,3,2430,0,2001,0,Renton
615000,4,2.75,2820,1,0,0,3,1860,960,1965,1993,Bellevue
490000,3,1,1910,1,0,0,4,1010,900,1946,1989,Seattle
467000,3,2.25,1270,2,0,0,3,1040,230,2005,0,Seattle
480000,4,2.75,2050,1,0,0,4,1180,870,1986,0,Seattle
755000,6,2,2150,1,0,0,3,1270,880,1952,2008,Seattle
760000,4,1.75,2450,1,0,2,4,1630,820,1987,0,Bellevue
387000,2,2.25,1230,2,0,0,3,960,270,2012,1912,Seattle
925000,4,2.25,2260,1,0,0,4,2260,0,1967,0,Kirkland
415000,2,1,1050,1,0,0,4,1050,0,1943,0,Auburn
263000,3,1.75,1570,2,0,0,3,1570,0,1982,0,Kent
519900,4,2,1820,1,0,0,4,1820,0,1967,0,Redmond
570000,2,1.75,1540,1,0,0,4,1190,350,1908,0,Seattle
450000,3,1.5,2060,1,0,0,3,2060,0,1953,0,Woodinville
1300000,4,3.5,4380,1,0,0,3,4380,0,2001,0,Redmond
300000,3,1,1090,1,0,0,4,1090,0,1955,2009,Redmond
320000,3,1.75,1480,1,0,0,4,1480,0,1965,0,Renton
387500,4,1,1320,1.5,0,0,3,1320,0,1929,0,Seattle
458000,1,2.25,2140,1,0,0,3,1470,670,1976,0,Woodinville
1212500,4,3.5,4560,1,0,3,3,2230,2330,1995,0,Bellevue
380000,4,3,2800,2,0,0,3,2800,0,2002,0,Maple Valley
200000,3,1,1050,1,0,0,4,1050,0,1967,0,Renton
385000,3,1.5,1490,1,0,0,4,1490,0,1959,0,Kenmore
396675,2,1,1730,2,0,0,4,1730,0,1945,0,Seattle
452000,4,1,1210,1.5,0,0,3,1210,0,1900,2005,Seattle
426000,4,2.5,2800,2,0,0,3,2800,0,2004,2003,Maple Valley
792000,3,1.5,1570,2,0,0,3,1570,0,1915,0,Seattle
315000,3,2.25,1400,1,0,0,2,1140,260,1987,0,Auburn
1275000,4,2,2850,1,0,4,4,1450,1400,1970,0,Seattle
326000,6,3,1880,1,0,0,4,1880,0,1966,0,Renton
268500,2,1,790,1,0,0,4,790,0,1953,1983,Shoreline
440000,2,1.75,1300,2,0,0,3,1300,0,1948,1994,Seattle
300000,3,1,2120,1,0,0,4,1060,1060,1967,0,Renton
525000,3,1.5,1540,2,0,0,3,1540,0,1941,2009,Seattle
978000,4,2.75,2620,1.5,0,2,4,1720,900,1926,1993,Seattle
1125000,6,3,2880,2,0,0,4,2180,700,1919,1985,Seattle
700000,4,1,1680,1.5,0,0,3,1680,0,1921,2000,Seattle
315000,2,1,790,1,0,0,3,790,0,1955,1984,Redmond
309000,3,1,1092,1.5,0,0,3,1092,0,1918,0,Seattle
219950,3,1.5,1650,1,0,0,3,1090,560,1967,2011,Federal Way
289000,3,2.5,2090,2,0,0,3,2090,0,2002,0,Covington
210000,4,1.75,2180,1,0,0,3,1180,1000,1950,2005,SeaTac
260000,4,2.5,1990,2,0,0,3,1990,0,1989,0,Federal Way
699000,4,2.5,2650,2,0,0,3,2650,0,2006,0,Seattle
1800000,4,3.5,4460,1,0,0,3,2550,1910,1962,1994,Medina
299950,3,1,910,1,0,0,4,740,170,1950,1983,Shoreline
749950,3,2.5,2770,2,0,2,3,2770,0,1992,0,Bellevue
1100000,3,2,2390,2,0,1,5,2390,0,1939,0,Seattle
555000,3,2.5,3050,1,0,0,4,3050,0,1987,0,Renton
384000,3,2.5,1700,2,0,0,3,1700,0,2003,0,Snoqualmie
499950,5,3.5,3200,2,0,0,3,3200,0,1989,0,Renton
430000,3,1.75,1200,1,0,0,5,1200,0,1906,0,Seattle
350000,4,2.25,2220,2,0,0,4,2220,0,1999,0,Maple Valley
620000,3,2.5,2480,2,0,0,3,2480,0,2004,2003,Redmond
765000,4,2.25,2560,1,0,0,4,1760,800,1976,1992,Redmond
250000,4,1.5,2500,1,0,0,4,1500,1000,1961,2001,Kent
376000,2,1,1150,1,0,0,3,1150,0,1947,2012,Seattle
475000,4,1.75,1650,1,0,0,4,1150,500,1950,1983,Seattle
120750,3,1.75,1140,1,0,0,4,1140,0,1969,0,Federal Way
1690000,3,1.75,3400,1,0,2,5,1820,1580,1957,0,Seattle
330000,3,1,1180,1,0,0,4,1180,0,1959,0,Issaquah
619500,3,2.5,1700,2,0,0,3,1700,0,1992,0,Seattle
345000,3,1.5,1240,1,0,0,4,1240,0,1954,1979,Bellevue
598000,5,2.25,2890,2,0,0,3,2890,0,1977,2004,Sammamish
335000,3,1,1060,1,0,0,4,1060,0,1967,0,Kenmore
372500,4,1.75,1590,2,0,0,4,1590,0,1922,0,Shoreline
300000,6,5.25,2860,2,0,0,3,2860,0,1978,0,Auburn
194000,1,1,820,1,0,0,3,760,60,2007,0,Seattle
507500,3,2,2020,1,0,0,3,1020,1000,1963,2008,Bellevue
325000,4,2.25,1870,1,0,0,4,1170,700,1959,0,Kirkland
329900,3,2.5,2170,2,0,0,3,2170,0,2004,2003,Maple Valley
329000,4,2.5,1600,1,0,0,3,830,770,1947,2011,Seattle
494000,4,1.75,2090,1.5,0,0,4,1250,840,1925,1968,Seattle
206000,4,2,1700,1,0,0,3,1700,0,1978,0,Auburn
423000,4,1.75,1940,1,0,0,4,970,970,1941,1998,Seattle
259000,3,1,1320,1,0,0,4,1320,0,1957,2001,Renton
879950,4,2.25,3500,1,0,4,4,1830,1670,1938,0,Seattle
345600,5,3.5,2800,2.5,0,0,3,2800,0,1903,2005,Seattle
395000,3,1.5,1080,1.5,0,0,4,1080,0,1920,0,Seattle
625000,4,2.5,3550,2,0,0,3,3550,0,2007,0,Snoqualmie
439000,3,2,2010,2,0,0,3,1510,500,2003,0,Duvall
380000,3,1.75,1690,2,0,0,3,1380,310,2008,0,Seattle
440000,3,1.5,1270,3,0,0,3,1270,0,2007,0,Seattle
415000,3,2.25,1970,2,0,0,3,1680,290,2008,0,Seattle
860000,4,2.75,3160,2,0,0,3,3160,0,2014,0,Kirkland
500000,3,2.5,1210,3,0,0,3,1210,0,2008,0,Seattle
953007,4,3.5,3120,2,0,0,3,2480,640,2008,0,Seattle
515000,4,2.5,2670,2,0,0,3,2670,0,2006,0,Renton
772000,3,2.25,1640,3,0,0,3,1640,0,2014,0,Seattle
329995,4,2.5,2303,2,0,0,3,2303,0,2013,1923,Auburn
409316,3,2.5,1800,2,0,0,3,1800,0,2014,0,Snoqualmie
490000,5,3.5,4460,3,0,2,3,3280,1180,2013,1923,Seattle
305000,2,2.5,1590,2,0,0,3,1220,370,2009,0,Seattle
785000,4,3.5,3070,2,0,0,3,2190,880,2009,0,Issaquah
240000,2,1.75,1330,1,0,0,3,1330,0,1993,0,SeaTac
325000,3,1,990,1,0,0,4,990,0,1947,1988,Seattle
535800,4,2.5,1900,2,0,0,3,1900,0,1994,0,Issaquah
720000,3,2.5,2020,3,0,3,3,2020,0,2000,0,Seattle
374000,3,1.75,2000,1,0,0,4,2000,0,1961,2001,Kirkland
189650,2,1.75,1100,1,0,0,3,1100,0,1980,0,Des Moines
420850,1,1,960,1,0,0,5,960,0,1945,0,Carnation
815000,4,2.75,3488,2,0,0,3,3488,0,1998,2006,Redmond
1065000,2,1.75,1890,2,0,0,3,1890,0,1987,2000,Bellevue
199000,4,2,2030,2,0,0,3,2030,0,1950,2005,Seattle
195000,3,1.75,1380,1,0,0,3,990,390,1981,2013,Covington
1506000,4,3.25,3660,2.5,0,0,3,3360,300,1909,1995,Seattle
288400,3,2.25,1870,2,0,0,3,1870,0,1997,0,Renton
442000,4,2.25,2080,1,0,0,4,1220,860,1979,0,Sammamish
619420,4,2.75,2450,2,0,0,4,2450,0,1988,0,Newcastle
635000,4,2.25,2750,1,0,0,4,1500,1250,1948,0,Seattle
210000,3,1,1240,1,0,0,4,1240,0,1916,0,Seattle
512500,3,2.5,1900,2,0,0,3,1900,0,1990,2009,Kirkland
567000,3,2.5,2540,2,0,0,3,2540,0,1999,0,Kirkland
525000,3,2.75,2100,2,0,0,3,1510,590,1998,2006,Snoqualmie Pass
475000,4,2,1790,1,0,2,4,840,950,1909,1989,Seattle
250000,3,2,1170,1,0,0,3,1170,0,1984,0,Auburn
220000,3,1,1060,1,0,2,5,1060,0,1956,0,Enumclaw
230000,5,2,1930,1.5,0,0,3,1930,0,1941,1969,Seattle
385500,3,2,1540,1,0,0,3,1120,420,1961,2004,Bothell
895000,5,3,2876,1,0,2,4,1970,906,1973,0,Mercer Island
368250,3,2.5,2150,2,0,0,3,2150,0,1988,2000,Sammamish
249900,2,1,1140,1,0,0,3,1140,0,1947,2012,Seattle
350000,3,1.5,980,1,0,0,5,980,0,1969,0,Kirkland
175000,3,1.75,1230,1,0,0,4,1230,0,1962,0,Auburn
270000,3,1.75,1390,1,0,0,3,860,530,1957,2000,Seattle
495000,3,3.5,2380,2,0,3,3,1670,710,1997,0,Seattle
1580000,3,3.25,3690,2,0,0,3,3690,0,2007,0,Kirkland
542500,5,3.25,3010,1.5,0,0,5,2010,1000,1931,0,Issaquah
330000,3,1,1250,1,0,0,3,1250,0,1969,2010,Woodinville
1003000,4,2.75,2290,2,0,0,4,2170,120,1926,1993,Seattle
299800,2,1,790,1,0,0,4,790,0,1925,1968,Seattle
299900,3,2.5,2720,2,0,0,3,2720,0,2002,0,Auburn
691000,4,2.75,2550,1,0,0,3,1700,850,1972,2002,Kirkland
195000,2,1,1080,1,0,0,4,1080,0,1972,0,Des Moines
405000,3,1.75,2470,1,0,1,4,1570,900,1962,0,Des Moines
360000,2,0.75,850,1,0,2,5,550,300,1909,1988,Seattle
256750,3,2.5,1990,1,0,0,3,1570,420,1969,2010,Kent
332500,3,2.25,1800,2,0,0,3,1800,0,1995,0,Maple Valley
975000,5,4,4850,2,0,0,3,4850,0,1977,2004,Bellevue
218000,3,1,1020,1,0,0,3,1020,0,1956,2001,Seattle
429000,3,2.5,2420,2,0,0,3,1860,560,1985,0,Issaquah
589000,4,2.5,2910,2,0,2,3,2910,0,1998,2006,Snoqualmie
255000,3,1.5,1060,1,0,0,3,1060,0,1973,2013,Renton
668750,4,2.5,2340,1,0,2,3,1590,750,1964,2000,Shoreline
344500,4,2.75,1800,1,0,0,3,1050,750,2002,0,Renton
452000,4,2,1660,1,0,0,3,850,810,1945,2010,Seattle
540000,3,1.75,1300,1,0,0,3,1300,0,1983,2009,Redmond
246000,3,1.5,1780,1,0,0,3,1780,0,1953,0,Seattle
535000,2,1,1030,1,0,0,3,920,110,1939,1969,Seattle
970000,4,3.25,2790,1,0,3,3,1130,1660,1963,2013,Shoreline
430000,3,1,1150,1,0,0,5,1150,0,1906,0,Seattle
520000,4,2.5,3290,2,0,0,3,3290,0,1992,0,Kenmore
712000,4,2.5,3400,2,0,0,3,3400,0,2001,0,Ravensdale
450000,2,1,1200,1,0,0,3,1070,130,1940,1996,Seattle
220000,4,2.5,2160,2,0,0,3,2160,0,1993,0,Pacific
525000,3,1,1450,1,0,1,4,950,500,1948,0,Seattle
1220000,4,2.5,3240,2,0,0,3,2060,1180,2008,0,Seattle
540000,3,2,1470,2,0,0,3,1000,470,2007,0,Seattle
600000,4,2.5,2360,2,0,0,3,2360,0,2001,0,Kirkland
600000,3,2.25,2230,2,0,0,4,2230,0,1987,0,Bellevue
625000,4,2.5,2630,2,0,0,3,2630,0,1986,0,Woodinville
150000,3,1,1010,1,0,0,3,1010,0,1966,1963,Carnation
389999,3,2.25,1445,2,0,0,3,1300,145,2003,0,Issaquah
285000,3,1.75,2380,1.5,0,0,3,1320,1060,1935,1974,Seattle
744000,4,2.75,2830,2,0,0,3,2830,0,1998,2006,Sammamish
700000,4,2.5,3010,2,0,0,3,3010,0,1996,0,Redmond
318989,4,2.25,2000,1,0,0,4,2000,0,1978,2000,Federal Way
556000,3,2.25,2020,2,0,0,3,2020,0,1998,2006,Kirkland
275000,3,2.5,2030,2,0,0,3,2030,0,1993,0,Maple Valley
430000,3,2.75,2550,2,0,0,3,2550,0,1994,0,Shoreline
300000,2,1,970,1,0,0,3,970,0,1949,1998,Seattle
396450,3,1.75,1540,1,0,0,5,1540,0,1967,0,Issaquah
225000,2,1,1396,1,0,0,3,1396,0,1940,1997,Redmond
700000,4,3.25,2780,2,0,0,3,2780,0,2006,0,Seattle
260000,6,2,2220,1,0,0,3,2220,0,1977,2004,Auburn
655000,4,3.5,2350,2,0,3,3,1670,680,1994,0,Kirkland
1185000,3,2.25,2760,2,0,0,5,2760,0,1978,0,Bellevue
1550000,3,2.5,4460,2,0,0,3,4460,0,1992,0,Kirkland
413800,3,2,1440,1,0,0,3,1440,0,2007,0,Redmond
950000,5,3.75,5330,2,0,2,3,3570,1760,2006,0,Issaquah
334990,4,2.5,2220,2,0,0,3,2220,0,2014,0,Seattle
2700000,5,4.75,5305,2,0,2,3,3745,1560,2005,0,Kirkland
1030000,3,4,3880,2,0,3,3,3700,180,2009,0,Kirkland
1130000,4,3.25,3810,1,0,1,3,2680,1130,2007,0,Kirkland
556000,3,3,1960,2,0,0,3,1600,360,2007,0,Issaquah
360000,3,2.5,1530,3,0,0,3,1530,0,2009,0,Seattle
480000,4,2.25,3250,2,0,0,4,3250,0,1983,0,Kent
324000,3,2.5,1750,2,0,0,3,1750,0,1994,0,Renton
1050000,4,3.25,3440,2,0,0,3,3440,0,1983,2009,Kirkland
275000,1,0.75,1170,1,0,0,5,880,290,1962,0,Enumclaw
180000,3,1,870,1,0,0,3,870,0,1969,2014,Covington
749000,4,2.5,2930,2,0,0,3,2930,0,1998,2006,Sammamish
1600000,3,2.5,3160,1,0,2,4,1820,1340,1966,0,Bellevue
373500,2,1,800,1,0,0,3,800,0,1918,0,Seattle
770000,4,2.5,2350,2,0,0,4,2350,0,1987,0,Bellevue
356000,2,1.75,1060,1,0,0,3,1060,0,1977,2004,Woodinville
625000,3,1.75,2060,1,0,0,4,1350,710,1984,0,Redmond
494400,2,1.75,1560,1,0,0,4,780,780,1904,0,Seattle
585000,4,1.75,3000,1,0,3,3,1500,1500,1950,2005,Renton
926300,3,1.5,1660,2,0,0,3,1660,0,1907,1983,Seattle
600000,3,1.75,1650,1,0,0,5,1040,610,1908,0,Seattle
430000,4,3,3220,2,0,0,3,2450,770,1990,2009,Kent
307000,3,1.5,2320,1,0,0,3,2320,0,1976,0,Duvall
604700,4,2.75,2750,1,0,3,3,1720,1030,1981,2013,Des Moines
219900,3,1,910,1,0,0,2,910,0,1956,0,Seattle
270000,2,1.5,840,2,0,0,3,840,0,2005,0,Seattle
432000,3,2.25,1470,2,0,0,3,1090,380,2007,0,Seattle
300000,6,2,2040,1,0,0,4,2040,0,1943,0,Renton
361000,3,1,1100,1.5,0,4,4,1100,0,1922,0,Des Moines
249950,2,1,940,1,0,0,4,940,0,1959,0,Burien
320000,3,2,1110,1,0,0,5,1110,0,1978,0,North Bend
305000,4,1.75,2200,1.5,0,0,5,1400,800,1942,0,Seattle
503000,2,1.75,2860,1,1,4,3,1510,1350,1948,2003,Federal Way
235750,2,1,740,1,0,0,2,740,0,1938,0,Seattle
657000,4,1.75,2740,1,0,2,3,1370,1370,1954,2005,Seattle
385000,3,1,1250,1,0,0,4,1250,0,1956,0,Bellevue
389950,4,2.5,3140,2,0,0,3,3140,0,1991,0,Federal Way
150000,2,1,820,1,0,0,3,820,0,1954,2005,Seattle
254500,4,2.75,2570,2,0,0,3,1720,850,1998,2006,Auburn
555000,4,2.25,2350,1,0,0,4,1430,920,1977,0,Bellevue
1075000,4,3,3600,1,0,4,4,2100,1500,1976,1992,Bellevue
245000,4,2,1580,1,0,0,3,1040,540,1967,2011,Federal Way
319950,2,1,1070,1,0,2,5,1070,0,1949,0,Seattle
337000,3,1,1070,1,0,0,5,1070,0,1951,0,Seattle
492000,4,2,1640,2,0,0,3,1640,0,1907,1983,Seattle
1170000,3,2.75,2890,2,0,3,4,2830,60,1987,0,Kirkland
348580,3,1,1220,1,0,0,3,1220,0,1966,1963,Kirkland
180000,2,1,1400,1,0,0,3,900,500,1922,2008,Renton
400000,3,1,1040,1,0,0,3,1040,0,1942,1999,Seattle
295000,4,2,980,1,0,0,5,980,0,1978,0,North Bend
910000,4,3.25,3340,1.5,0,0,3,2240,1100,1963,2000,Redmond
1150000,6,4.5,6040,2,0,0,3,4100,1940,1996,0,Issaquah
431500,3,3.5,1900,2,0,0,3,1430,470,2008,0,Seattle
180000,4,1.5,1740,1,0,0,3,1020,720,1962,2003,SeaTac
677000,3,2,2000,1,0,0,4,1100,900,1916,0,Seattle
1180500,3,1.75,1610,1,0,0,3,1090,520,1973,2013,Seattle
635700,4,2.5,3240,1,0,0,3,1860,1380,1977,2004,Sammamish
482000,5,2.25,2230,1,0,0,3,1320,910,1978,0,Woodinville
168000,2,2.5,1160,2,0,0,3,1160,0,1998,2006,Seattle
805000,4,2.75,2410,1,0,0,5,1410,1000,1950,0,Seattle
398000,2,1,590,1.5,0,0,3,590,0,1983,2009,Black Diamond
665000,4,2.5,2600,2,0,0,3,2600,0,1996,0,Newcastle
592500,4,3,2170,1,0,0,4,1370,800,1968,0,Redmond
940000,4,2.75,2080,1.5,0,0,3,2080,0,1912,2000,Seattle
655000,4,2.5,2860,2,0,0,3,2860,0,1999,0,Sammamish
622500,4,2.5,2980,2,0,0,3,2980,0,2000,0,Snoqualmie
380000,2,2.5,1230,2,0,0,3,1060,170,2011,0,Seattle
648360,4,1.75,2260,1,0,1,4,1130,1130,1947,1988,Kirkland
432000,3,2.75,2200,1,0,0,3,1100,1100,1982,0,Redmond
1050000,4,2.5,3030,1.5,0,0,4,3030,0,1988,0,Bellevue
353250,2,1,1060,2,0,0,3,1060,0,1979,2014,Seattle
1000000,4,3,4260,2,0,0,3,4260,0,1996,0,Sammamish
320000,3,2.25,998,2,0,0,3,798,200,2007,0,Seattle
349900,4,2.5,2052,2,0,0,3,2052,0,2014,0,Federal Way
330000,4,3.5,3150,2,0,0,3,3150,0,2005,0,Kent
408000,3,2.25,1950,1,0,0,4,1950,0,2006,0,SeaTac
321000,3,2.25,1347,3,0,0,3,1347,0,2010,0,Seattle
1051000,4,3.75,3860,2.5,0,0,3,3860,0,2007,0,Issaquah
2150000,4,5.5,5060,2,0,0,3,5060,0,2008,0,Bellevue
359000,3,1.5,1360,3,0,0,3,1360,0,2008,0,Seattle
300000,5,2.5,2760,2,0,0,3,2760,0,2006,0,Seattle
380000,5,3.5,2420,2,0,0,3,2420,0,2013,1923,Seattle
660000,3,2.5,2450,2,0,0,3,2450,0,2010,0,Redmond
355000,3,2.25,1280,3,0,0,3,1280,0,2005,0,Seattle
259000,3,2.5,1550,2,0,0,3,1550,0,2011,0,Auburn
353000,1,1,550,2,0,0,3,550,0,2008,0,Seattle
430000,2,2.5,1520,2,0,0,3,1240,280,2007,0,Seattle
460000,3,1,1670,1.5,0,0,4,1170,500,1939,1989,Seattle
80000,1,0.75,430,1,0,0,2,430,0,1912,0,Carnation
782000,4,2.5,2380,2,0,0,4,2380,0,1991,0,Bellevue
218000,3,1,960,1,0,0,5,960,0,1982,0,Enumclaw
325000,3,1,1920,1,0,2,3,1120,800,1952,2008,Seattle
980000,4,3,3680,1,0,3,3,2060,1620,1967,2011,Seattle
902000,4,2.25,2530,1,0,0,5,1570,960,1976,0,Bellevue
556000,5,2.5,3840,2,0,0,3,3840,0,1991,0,Federal Way
662990,3,1.75,1240,1.5,0,0,5,1240,0,1926,0,Seattle
225000,2,1,1300,1.5,0,0,4,1300,0,1975,0,Ravensdale
439950,4,2.5,2380,2,0,0,3,2380,0,2002,0,Renton
175000,2,1,1300,1,0,0,5,1300,0,1958,0,Auburn
306000,2,1,780,1,0,0,4,780,0,1946,1989,Woodinville
235000,4,2.5,1810,1,0,0,3,1230,580,1970,2014,Kent
399500,3,1.75,2420,2,0,0,3,2420,0,1911,1986,North Bend
478000,3,1,1280,1.5,0,0,3,1280,0,1910,2014,Seattle
515000,2,1,1680,1,0,0,4,1140,540,1941,1998,Seattle
550000,3,2.5,2510,2,0,0,3,2510,0,1992,0,Renton
149000,3,1,1700,1,0,0,3,1700,0,1955,2005,Seattle
526000,3,1.75,1680,1,0,0,3,960,720,1992,0,Seattle
527550,1,0.75,820,1,0,0,3,820,0,1999,0,Snoqualmie
1050000,3,4,4380,2,0,0,5,4380,0,1983,0,Redmond
625000,3,2.5,2600,1,0,0,3,2600,0,1984,0,Sammamish
950000,5,3.25,3400,2,0,0,3,3400,0,1999,0,Bellevue
377691,5,1.75,2120,1,0,0,4,1320,800,1942,1982,Shoreline
648475,4,2.75,2250,1,0,0,3,1200,1050,1951,1994,Seattle
383000,3,1,1800,1,0,0,4,1200,600,1942,1982,Seattle
535000,3,2.5,2210,2,0,0,3,2210,0,1994,0,Redmond
449950,3,2,1560,2,0,0,3,1560,0,1923,1982,Seattle
465425,4,2.75,2430,1,0,0,3,2430,0,1967,2011,Woodinville
675000,4,2.5,2560,2,0,0,4,2560,0,1987,0,Sammamish
599000,3,2.75,1960,1.5,0,0,5,1410,550,1926,0,Seattle
416000,3,1.5,1110,1,0,0,4,1110,0,1963,0,Redmond
595000,2,1.5,1030,1,0,0,3,830,200,1924,2011,Seattle
200000,4,1,1350,1,0,0,3,1350,0,1966,1963,Renton
402000,3,2,1540,2,0,0,3,1540,0,2005,0,Issaquah
433000,4,1.75,1830,1,0,0,4,1010,820,1966,0,Bellevue
275000,4,1.5,1930,2,0,0,3,1930,0,1979,2014,Federal Way
410000,3,2,1650,1.5,0,0,3,1650,0,1983,2009,Kirkland
554820,4,2,3510,1,0,2,3,2210,1300,1965,1982,Burien
1325000,4,3,3370,1,0,3,3,1860,1510,1988,2000,Seattle
735000,3,2.5,2390,2,0,0,3,2390,0,1984,0,Redmond
607000,3,1,1230,1,0,0,4,1230,0,1951,1999,Bellevue
549900,4,3,2830,2,0,0,4,2830,0,1987,0,Auburn
258000,3,1.75,1620,1,0,0,3,1310,310,1988,2000,Maple Valley
661254,4,4,2290,1.5,0,0,5,1690,600,1940,0,Seattle
945000,4,2,2840,1,0,0,3,1420,1420,1952,2008,Clyde Hill
799950,4,3.5,4220,2,0,0,3,4220,0,1993,0,Auburn
132500,3,1,1080,1,0,0,3,1080,0,1967,2011,Auburn
467100,3,1.75,1620,1,0,0,3,1190,430,1973,2013,Redmond
1610000,4,3.5,4390,2,0,3,3,3060,1330,1990,2009,Mercer Island
641000,3,1.75,1620,1,0,0,5,940,680,1926,0,Seattle
350000,3,1,1010,1,0,0,4,1010,0,1947,1988,Shoreline
335000,4,2.5,1750,1,0,0,4,1240,510,1983,0,Renton
900000,3,3.5,4080,1.5,0,3,3,4080,0,2000,0,Auburn
440000,4,2.5,2560,1,0,0,4,1280,1280,1965,0,Issaquah
464600,3,1.75,1120,1.5,0,0,4,1120,0,1925,1968,Seattle
1200000,4,3.5,4740,2,0,0,3,4740,0,2003,0,Redmond
300000,2,1,1340,1,0,2,3,1340,0,1947,2012,Seattle
670500,4,2,1590,1,0,0,3,1590,0,1951,1994,Seattle
552000,3,1,1430,1,0,0,4,1080,350,1919,1985,Seattle
244000,4,1,1450,1,0,0,3,1450,0,1943,2002,Seattle
788600,4,2.75,3500,2,0,0,3,3500,0,2005,0,Redmond
445000,3,2,1630,1,0,0,3,1630,0,1987,2000,Renton
530000,4,1.75,1814,1,0,0,4,944,870,1951,1999,Seattle
90000,2,1,580,1,0,0,3,580,0,1943,2002,Seattle
585000,3,2,1670,1.5,0,0,3,1670,0,1931,0,Seattle
498000,2,2,1140,1,0,0,3,1140,0,1924,2009,Kirkland
379000,2,1,800,1,0,2,3,800,0,1940,1996,Seattle
462000,3,1.75,1300,1,0,0,5,820,480,1919,1934,Seattle
388000,4,2.5,2440,2,0,0,3,2440,0,1993,0,Renton
255000,3,2,1490,1.5,0,0,3,1490,0,1984,0,Kent
665000,3,2.75,1800,1,0,0,4,1320,480,1966,0,Bellevue
550000,3,2,1830,1,0,0,5,1830,0,1959,0,Bellevue
606000,3,1,1500,1,0,0,3,1000,500,1947,2012,Seattle
334000,4,2.5,2210,1,0,2,4,1410,800,1965,0,Seattle
360000,3,2,1270,3,0,0,3,1270,0,2006,0,Seattle
235000,2,1,1140,1.5,0,0,3,1010,130,2007,0,Seattle
580000,3,2.5,1620,3,0,4,3,1470,150,2008,0,Seattle
355000,3,2,1220,3,0,0,3,1220,0,2007,0,Seattle
375000,2,2.5,750,2,0,0,3,750,0,2006,0,Seattle
372000,4,1.75,1960,1,0,0,5,1340,620,1979,0,North Bend
479000,3,1,1370,1.5,0,0,3,1370,0,1924,2011,Seattle
2000000,5,4,4580,3,1,4,3,4580,0,2004,2003,Sammamish
1680000,4,4.25,5584,2,0,0,3,5584,0,1998,2006,Carnation
501000,2,1,1010,1,0,0,5,1010,0,1924,1956,Seattle
245000,3,1.75,1260,1,0,0,3,1260,0,1994,0,Maple Valley
496700,3,2.5,1740,2,0,0,4,1740,0,1989,0,Issaquah
347000,4,1.5,2670,2,0,0,3,2670,0,1996,0,Auburn
199000,2,1,720,1,0,0,5,720,0,1943,0,Renton
440500,3,2.5,2460,2,0,0,3,2460,0,2007,0,Snoqualmie
820000,4,2.5,3670,2,0,0,3,3670,0,2005,0,Sammamish
325000,4,3.5,2630,1.5,0,3,3,1640,990,1984,0,SeaTac
195000,3,1.75,1570,1,0,0,3,1570,0,1991,0,Enumclaw
675000,3,3,2980,1,0,0,3,1820,1160,1981,2013,Redmond
295000,3,2.5,1560,2,0,0,3,1560,0,2003,0,Maple Valley
355300,3,2.5,1620,1,0,0,5,1620,0,1955,0,Shoreline
276000,3,1,1140,1,0,0,3,1140,0,1960,2012,Seattle
460000,2,1.5,2730,1,0,0,4,1570,1160,1976,1992,Duvall
880000,3,2,2130,1,0,0,4,2130,0,1989,0,Woodinville
370000,3,2.5,1780,2,0,0,3,1780,0,2001,0,Shoreline
346000,4,2.5,2100,2,0,0,3,2100,0,2009,0,Renton
